SMILES,Homo-lumo gap (ev),Lumo(ev),Wavelength(nm)
C[C@@H]1[C@H]2[C@@H]1[C@H](CCCCC2)O,7.80710801,1.3251757,184.08
C[C@@H]1C[C@@H]1C[C@@H]2C[C@@H]2C=C,6.92084574,0.41687252,193.34
C[C@@H]1[C@@H]([C@H]1OC)C2CCCCC2,8.11132699,1.88490597,168.88
CC1OCO1,8.60983251,1.84817112,172.04
C1[C@@H]([C@@H]2[C@H]([C@H]1O)OC2)O,7.61771945,1.04027653,188.27
C1[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)O,8.11486442,1.34041386,178.65
CC1=C[C@H]1CC#C,5.06151811,-0.50966203,262.64
C[C@@H]1C[C@@H]([C@@H]([C@H]1C)C)C,9.94235518,2.01497455,137.99
C1[C@@H]([C@@H]2[C@H]([C@H]1O)OC2)O,7.70506676,1.15946071,185.84
C1[C@@H]([C@H](C[C@@H]([C@@H]1O)O)O)O,7.66316182,0.6693906,191.39
C[C@@H]1[C@H]2[C@@H]1[C@@H](CCCCC2)O,8.37336892,1.73769446,172.82
C1[C@@H]([C@@H]2[C@H](CO[C@H]2O1)O)O,7.69146126,0.86095604,182.82
C[C@@H]1[C@H]2[C@@H]1[C@H](CCCCC2)O,7.80710801,1.32490359,184.08
C1[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)O,7.48656243,0.90258887,186.59
CC1OCC1=O,5.72192908,-1.31646818,313.69
CC1OCCO1,8.93663662,2.10150553,158.1
C[C@@H]1C[C@@]12/C(CCC[C@@H]2O)O,8.20003485,1.33279478,177.61
C1[C@@H]([C@@H]2C([C@H]1O2)C=O)O,5.82179345,-0.95347344,314.4
CC1OC(=C)C(=O)O1,5.15594028,-1.89252505,285.96
C1[C@@H]([C@H]([C@H]2[C@@H]1O2)CCO)O,8.42234872,1.36490376,173.18
C1[C@@H]([C@@H]2[C@H](C1=O)CO2)O,5.52328878,-1.17088933,323.18
C1[C@@H]([C@@H]2C=C[C@H]1O2)C=O,5.79485456,-1.02014039,308.36
C1[C@@H]([C@H]([C@@H]([C@@H]1O)O)O)CO,7.79676783,1.05360992,180.47
C1[C@@H]([C@H](C[C@H]([C@@H]1O)O)O)O,7.91377513,1.2299372,180.93
C[C@@H]1C[C@@H]1/C(C[C@@H]2C)[C@H]2O,8.18316403,1.52463233,177.52
C[C@@H]1C[C@@H]1[C@H](CC(C)C)O,8.42806303,1.63864642,175.75
C1[C@@H]([C@H]([C@H]1C(O)O)O)CO,7.59948808,0.86367714,180.22
CC1OC=CO1,6.40655784,1.06095689,200.96
C[C@@H]1[C@H]2[C@@H]1[C@H](CCCCC2)O,7.90044174,1.39701274,183.02
C1[C@@H]([C@H]([C@H]([C@@H]1O)O)O)CO,7.85880891,1.17796419,183.11
C1[C@@H]([C@@H]2[C@H]1O2)OCCO,7.95404741,1.15483484,172.8
CC1=[O+]C1,5.86342628,-9.81174238,259.29
C1[C@@H]([C@H]([C@@H]1[C@@H](CO)O)O)O,7.41445328,0.67102326,195.2
CC1OCOCO1,9.51323771,2.38613259,146.85
C1[C@@H]([C@H]([C@@H]2[C@H]1O2)CCO)O,8.34942324,1.4394619,173.21
C[C@H]([C@H](C)CCO)CO,8.38180433,1.43755713,175.74
CC1OC=C(O1)C,6.1388016,1.12463063,211.12
C1[C@@H]([C@@H]2C=C1CO2)OC=O,2.65416094,-3.13770041,567.84
CC1=C([C@@H]2[C@H]1C2)C,5.79131713,0.40707656,243.31
C1[C@@H]([C@H](C[C@@H]([C@@H]1O)O)O)O,7.83622378,0.96082041,183.43
CC1OC=CO1,6.40682995,1.061229,200.95
CC1=C([C@@H]1CO)C,5.18859348,0.03891173,253.72
C[C@H]1C[C@@]1(C)OC,8.88112618,2.22885301,158.22
CC1OCC=CO1,6.74941644,0.63428841,192.03
C1[C@@H]([C@@H]2[C@H]1CCCO2)O,8.25364052,1.70204805,172.2
C1[C@@H]([C@@H]2C[C@H]1[C@@H]3[C@H]2O3)O,8.72139761,1.53823783,168.98
C1[C@@H]([C@@H]2COC[C@@H]2O1)O,7.59050845,0.97796334,181.64
CC1OC(=O)O1,7.62125688,-1.02177305,206.54
CC1=[O+]C1,5.86206573,-9.8122866,259.33
CC1=[O+][C]1,2.33089426,-11.95515285,1754.06
C[C@H]1[C@@]2(C[C@@]1(C2)O)O,8.000034,1.37469972,180.51
C[C@@H]1C[C@@H]1COC(C)(C)C,8.55268941,2.01116501,163.55
C1[C@@H]([C@@H](OC1CO)O)O,8.16574899,1.18014107,174.48
C1[C@@H]([C@@H]2CC[C@H]1O)OC2,8.05608866,1.49606078,174.63
C1[C@@H]([C@@H]2[C@H]1CCOC2=O)O,6.47676222,-0.45088627,263.43
C1[C@H](O1)CCCCCCCO,8.6122815,1.62504092,173.1
CC1=[O+]C=C(O1)F,5.43757413,-8.16112312,243.49
C1[C@@H]([C@H]([C@@H]2O)OCO1)OCO2,8.61336994,1.62286404,162.1
CC1OC=CO1,6.40628573,1.061229,200.96
CC1OC=CO1,6.40682995,1.061229,200.95
CC1OC=CO1,6.40682995,1.06150111,200.95
C1[C@@H]([C@@H]2[C@H]1CCOC2=O)O,6.49744258,-0.49496809,262.15
C1[C@@H]([C@@H]2C[C@H]1[C@H]3[C@@H]2O3)O,8.42643037,1.47946207,174
CC1=C[C@@H](OCO1)C,6.46751048,0.66041097,200.39
CC1OCC1CO,7.96248282,1.37660449,174.26
CC1OC2C(O1)O2,9.41609444,2.1932066,152.25
CC1OC(O1)C,8.84575188,2.1741589,166.01
C[C@H]1[C@@]2([C@@H]1OC)CC2,7.72112125,1.61143542,185.59
C1[C@@H]([C@@]2([C@H]1CO2)CO)O,7.80738012,1.41905365,181.55
C1[C@@H]([C@@H]2CC=CC1O2)CO,6.84302228,0.45496792,208.96
CC1OC(=O)CO1,6.8762197,-0.84598999,246.78
CC1OC=C2C(O1)OO2,5.63022801,-0.58068274,267.48
C1[C@@H]([C@@H]2[C@H]1CCCO2)O,8.24248401,1.52708132,175.6
CC1=[O+]C1(F)F,5.53390107,-11.09338048,302.91
CC1OCC#CCO1,6.09553611,-1.07048074,269.53
CC1OC=C(O1)C,6.13934582,1.12490274,211.11
CC1OCCOO1,8.53010428,1.53959838,174.5
CC1OC=CC=CO1,5.17145055,-0.37251859,252.81
CC1OC(=C(O1)F)C,6.40356463,1.10639926,214.74
CC1=C[C@@](C=C1)(C)O,5.02696014,-0.65088712,270.97
C[C@H]1C[C@@](O1)(C)CO,8.01309528,1.53687728,174.24
CC1=[O+]C#[C]CO1,4.74151675,-8.61554682,355.15
C[C@H]1C[C@@]12CCOC2=O,6.95540371,-0.24054524,240.92
CC1OC=CC=CO1,5.17172266,-0.37224648,252.81
CC1OC(=O)CC(=O)O1,6.2830199,-1.49633289,263.95
CC1OCC1CO,7.95295897,1.22830454,176.88
C1[C@@H]([C@@H]2[C@H]([C@@H]1O)CC2)O,7.93255072,1.33742065,182.31
CC1OC=CCO1,6.7047904,0.60789374,194.07
C[C@H]1C[C@@](OC1)(C)[C@H],2.63919489,-2.68409304,1370.83
CC1=[O+]C=[O+]C=C1,5.16247092,-15.04795511,269.34
CC1=[O+]C1,5.88165765,-9.82398733,262.26
CC1OCCCO1,8.94180671,2.24790071,156.9
CC1OC=C(O1)C(=O)OC,4.52382875,-1.44952997,290.25
C1[C@@H]([C@@H]2C[C@H]1[C@@H](C2)O)O,8.40466157,1.60653744,171.87
CC1OCC#CCO1,6.09417556,-1.07129707,269.63
C1[C@@H]([C@@H]2C[C@H]1C=C2)CO,6.94778463,0.61796181,185.04
CC1OC(=C)C(=O)O1,5.15594028,-1.89225294,285.92
C1[C@@H]([C@@H]2CCC1[C@@H]2O)O,8.34643003,1.5428637,172.5
CC1=[O+]C#CCO1,4.74206097,-8.61527471,355.21
CC1OCC#CCO1,5.85471876,-1.11075302,279.43
CC1=[O+]C#CO1,3.51157955,-11.00249574,556.91
CC1=CCCC2C1C2,6.04329099,0.6966016,237.5
C[C@@H]1C[C@@H]1COCCCCC=C,7.18615299,0.62476456,185.29
C[C@H]1[C@@]2(C[C@@]2(O1)C)OC,7.67731154,1.69007521,184.99
C[C@H]1[C@@]2(C[C@H]1OC2)CO,7.96547603,1.35864523,174.61
CC1=[O+]C(=O)OO1,4.56001938,-9.93419188,349.45
C[C@H]1[C@@]2(CC[C@@H]2O)OC1=O,6.52873523,-0.80435716,248.84
CC1=C[C@@H]([C@@H]2[C@H]1C2=C)O,6.52138826,0.29197403,222.95
CC1OC2=CC=CC=C2O1,5.67920781,-0.00734697,248
CC1OC2(O1)C(C2)C,7.81608764,2.04409032,188.2
CC1OC(C(O1)CO)O,8.28330051,1.41116246,173.14
C[C@@H]1C[C@@H]1[C@@H]2CC2C[C@@H](C)C,8.4598999,1.99592685,167.01
C[C@H]1[C@@]2(C[C@H]3[C@@H]2C3)OC1,7.92547586,1.850348,182.11
CC1OCC=CCO1,6.80710376,0.24381056,206.62
CC1=[O+]CC1,7.15213924,-8.22615741,226.31
CC1=[O+]C(C=C1)O,4.66287696,-8.32520545,345.73
CC1=[O+][C@@H]2[C@H]1C(=O)C2,3.81389376,-8.41064799,394.05
CC1=C2CCCC2OC1,6.30914246,0.34612392,217.79
CC1=[O+]C1(C)C,5.18287917,-9.142896,302.13
CC1OCCOCO1,8.82044565,1.74585776,160.9
CC1=[O+]CCO1,6.64247721,-7.53880755,206.84
C1[C@@H]([C@@H]2[C@H]1CC[C@H](C2)O)O,8.19350421,1.48218317,176.9
CC1=C[C@H]2[C@@H]1C=CC=C2,5.15512395,-0.37143015,263.49
CC1=[O+][C@@H]([C@@H]1O)C,4.6938975,-8.34969535,356.13
CC1OC2=CC=CC=C2O1,5.6789357,-0.00761908,248.01
CC1=[O+]C=C(O1)C,5.37226773,-7.35758229,246.41
CC1OC(CO1)(C)C,8.81663611,2.095247,157.46
CC1=[O+][C@@H]([C@@H]1O)O,4.17307896,-8.66507084,399.31
C[C@H]1C[C@@](C1=O)(C)OC,4.91838825,-1.17442676,364.99
CC1=C2CO[C@H]([C@H]1O2)OC,4.10777256,-1.52436022,339.56
CC1=[O+][C@@H](CO1)CO,4.38859008,-7.36846669,342.39
C[C@H]1[C@@]2(O1)CCC(=O)CC2,5.8966237,-0.67728179,307.28
CC1=[O+]CCCO1,6.75866818,-7.20982656,224.61
CC1=C[C@@H](CCC1=C)O,5.39784607,-0.46830131,225.49
CC1OCC(O1)CC=O,5.92192993,-1.08735156,312.91
CC1=[O+][C@@H]2[C@@H](O1)CO2,4.761925,-8.09418406,326.33
C[C@H]1C[C@@](O1)(C)[C@H](C)O,8.21255191,1.75102785,173.9
C[C@H]1C[C@@](C=CO1)(C)O,6.70941627,0.75183993,194.4
CC1OC=C(CO1)C,6.285741,0.58939026,207.21
CC1=CC2C=CC1C=C2,5.31458041,0.2068036,275.63
CC1OCC(O1)COC,8.88384728,2.10204975,155.19
CC1=CC[C@H]2[C@@H]1[C@H](C2)O,7.06642459,1.14340622,186.02
C[C@H]1[C@@]2([C@@H]1O)CCCC2,8.02343546,1.7850416,182.68
C[C@H]1C[C@@](O1)(C)[C@H](C)O,7.92629219,1.41687677,177.54
CC1OC=C(O1)C(=O)OC,4.64600614,-1.35592413,281.54
C[C@H]1C=[C@H]1,5.11757277,-0.63837006,257.42
CC1=[O+][C@@H]([C@H](C1)O)O,3.9809693,-8.12030662,412.47
CC1=[O+]C[C@@H](CO1)O,5.09036177,-7.15404401,298.03
C1[C@@H]([C@@H]2C=CC[C@@H]2[C@@H]1O)O,7.24982673,0.91809914,185.36
CC1OC(=CC(=O)O1)C,5.56845904,-1.28272654,284.72
CC1=C[C@H]([C@H]2CO[C@@H]1O2)O,6.47376901,0.09741538,210.27
CC1=[O+][C@@H]2[C@H]1C(=O)C2,3.81443798,-8.41037588,394
CC1=C[C@H](CC(C1)O)O,6.96547178,0.79673808,183.88
CC1=C[C@H]2CC[C@@H]1[C@@H]2O,7.07268312,0.8734731,180.67
CC1=[O+][C@@H](CC#C1)O,4.34423615,-8.26479703,388.1
CC1OCOCOCO1,9.24738624,2.03048482,149.8
CC1=[O+]C[C@@H]1C=C,3.79430184,-7.99241492,433.69
CC1=C([C@H]2CC[C@@H]1C2)O,6.51567395,1.29823681,228.79
C[C@H]1C[C@@](OC1=O)(C)CO,6.79485881,-0.39483161,250.57
CC1=C[C@H](OC1(C)C)C,6.72819186,0.66966271,206.78
C[C@@H]1[C@H]2[C@@H]1CCCCCCCC2,8.70425468,2.00109694,160.42
CC1OC2=CC=CC=C2O1,5.67947992,-0.00707486,248
CC1OC(O1)C(C)C,8.66316607,2.06667545,169.04
CC1OC2(O1)CCCC2,8.15078294,1.70014328,178.25
C1[C@@H]([C@@H]2[C@H]1CC[C@H]3C2C3)O,8.34806269,1.64680972,175.68
C1[C@@H]([C@@H]2C[C@@H](C1CC2)O)O,8.20792604,1.496605,176.51
CC1=[O+][C@@H]2[C@@H](O1)CC2,5.2626074,-7.7932304,298.96
CC1OC=C(C(O1)C)C,6.37635363,0.70775811,201.26
CC1=[O+][C@@H]([C@@H](C1)O)O,4.23512004,-7.68955649,372.27
CC1=[O+][C@@H]([C@H](C1)O)O,4.43675355,-7.69908034,352.3
CC1=[O+][C@@H]2[C@@H]1CC=C2,3.30532017,-8.17173541,513.11
CC1=[O+][C@@H]2[C@H]1[C@@H](C2)O,4.03511919,-7.86969331,405.67
CC1OC[C@H]2COC(O2)O1,9.12765784,1.93252522,153.12
CC1=[O+][C@@H](CO1)CO,4.56981534,-7.42261658,321.23
CC1=C[C@H]1[C@H]2CCCC2,5.09036177,-0.21170158,260.17
CC1=C[C@@H]2[C@H](C1)CCC2=O,5.42070331,-0.56272348,320.7
CC1=CC(=O)CC1CC=C,5.04927316,-1.18612749,353.8
CC1OC(CC(O1)O)O,8.5469751,1.51157105,165.01
CC1OC(C(O1)CO)O,7.61663101,0.82775862,186.79
CC1OCC2CCOC2O1,8.56003638,1.768715,161.78
CC1OC2(OC1(O2)C)C,9.74616387,2.29715262,140.77
CC1=C[C@H]1[C@@](C)(C#C)C=C,5.15974982,-0.45877746,258.88
CC1OC2C=CC(C1O2)O,6.65417794,-0.13795977,217.49
CC1OCOC(O1)(C)C,9.36466565,2.06694756,147.76
CC1OC[C@H]2[C@@H](O2)CO1,8.10452424,1.00326957,181.28
CC1OC(OC(O1)C)C,9.31486952,2.01225345,148.82
CC1=[O+][C@@H]2[C@@H]1CCC2,4.9741708,-8.14098698,329.38
CC1OC[C@H](CC1=O)C,5.61498985,-0.77442506,318.18
CC1OC2COC(C2O1)O,8.11214332,1.33116212,173.51
CC1OCC(=C(O1)C)C,6.32846227,0.84544577,204.4
CC1OC[C@H]([C@H](CO1)O)O,7.79513517,1.16082126,184.98
CC1=[O+][C@@H]2[C@H]1OC[C@H]2O,3.50287203,-8.47949182,485.42
CC1=[O+][C@@H]([C@@H](C1)O)O,4.12382705,-7.72112125,386.71
CC1=[O+][C@@H]2[C@H]1[C@@H](C2)O,4.08818064,-7.84465919,398.71
C[C@H]1C[C@@]2(C[C@H]1C2=C)C,7.45880721,0.74041131,185.13
CC1OCCC(O1)CO,8.08057856,1.3197335,171.96
CC1CC1(C=C)O,6.8408454,0.09115685,214.68
CC1=C2CCC1=CCC=C2,1.64000697,-2.43647294,1589.2
CC1OC(OO1)CCCC=O,5.81009272,-0.88354117,308.66
CC1=[O+][C@@H]1CCC(=O)O,1.80327297,-9.2000391,1056.81
CC1=[O+][C@@H]2[C@H]1CC=C2,3.91539079,-7.90506761,420.47
CC1OC[C@H]([C@@H](O1)CO)O,8.38887919,1.59864625,171.06
CC1OC2CC=CC=C2O1,4.8843745,-0.51864166,272.2
CC1=[O+][C@@H]([C@@H]2[C@H]1O2)C,5.00029336,-8.06207508,333.29
CC1OC(CC(O1)C)C,8.98207899,2.35538416,154.74
CC1=[O+][C@@H]1O[C@@H](C)OC,1.62395248,-9.49228524,1238.55
CC1=[O+][C@@H]2[C@H]1[C@@H](C2)O,3.85607081,-8.27813042,423.45
CC1OC[C@H]2COC(=O)C12,6.56819118,-0.64571703,255.46
C[C@@H]([C@@H](C)F)O,8.67704368,1.2979647,171.64
CC1OC=C2CCCC=C2O1,5.15267496,-0.13496656,236.71
CC1=[O+][C@@H]2COC[C@@H]2O1,4.09090174,-7.42479346,373.54
C[C@@H]([C@@H](C)F)O,8.64357415,1.39810118,171.37
CC1OC2(CCCO2)OC1,8.91813314,2.13116552,155.72
CC1=[O+][C@@H]2[C@@H]1CCC2=O,2.56001088,-8.58615894,730.75
CC1OC2(O1)CCCC2,8.15105505,1.70041539,178.25
C[C@@H]([C@@H](C#C)O)O,8.09717727,0.97497013,186.91
C[C@H]1C[C@@](CO1)(C)[C@H](C)O,7.49227674,1.29823681,182.38
C[C@@H]([C@@H](C=O)O)O,5.33253967,-1.54748957,323.9
CC1=[O+][C@@H]2[C@H]1C=CC=C2,3.18287067,-7.70996474,531.75
CC1=[O+][C@@H]2C=CC[C@@H]2O1,4.56137993,-7.1428875,336.53
CC1OCCCCCO1,8.6286081,1.9619131,161.48
CC[C@@H]1C[C@H]1C(=O)O,6.60220493,-0.56217926,260.99
CC1=[O+][C@@H](C[C@H]1C=C)O,3.836751,-7.51622242,428.09
CC1OC[C@H]2[C@@H]1CCC2,8.22234787,1.77279665,168.34
CC1=[O+][C](CC1)(C)C,6.15676086,-7.23867022,234.23
CC1=CO[C@@H]2CCCC[C@H]2O1,6.25091092,1.16027704,210.22
CC1OCC2C(O1)C=CC2=O,4.94342237,-1.85932763,365.88
CC1=[O+]CC(O1)(C)C,6.27240761,-7.19105097,223.77
C[C@@H]([C@@H](C=O)O)O,5.23158686,-1.66476898,341.06
CC1OCC2=CC=CC=C2O1,5.91675984,-0.1414972,242.73
C[C@@H]([C@@H](C=O)O)O,5.43811835,-1.48925803,327.3
CC1=[O+][C@@H]2C[C@H]1CC2=O,3.81688697,-7.85391093,414.52
CC1=[O+][C@@H]2CCC[C@H]2O1,5.66206488,-7.53309324,251.47
CC1=C[C@H]2COC1(C2C)C,6.93853289,0.64925446,206.21
C[C@@H]([C@@H](CO)O)O,7.90615605,1.25932508,182.86
CC1=C[C@@H]([C@H]2[C@@H]1CC2C)O,6.99132223,0.73769021,191.15
CC1OC(OC(O1)COC)C,9.04112686,2.04000867,154.74
CC1OC[C@H]2CC=C[C@H]2O1,7.33200395,0.4843558,193.08
C[C@@H]([C@@H](C=C)O)O,6.93526757,0.27211,202.69
CC1=[O+]C(OCO1)(C)C,5.57498968,-7.31458891,268.18
CC[C@@H]1C23C1CC2=C3,3.00899238,-0.67673757,643.57
CC1OCCC2OCC1O2,8.54071657,1.72708217,165.66
CC1OC2CCCC(C2)O1,8.39078396,1.84354525,165.35
CC1=[O+][C]([CH]1)CCCC=C,0.61088695,-9.44847553,2132.58
CC1=[O+]C[C@H]([C@@H](O1)C)O,4.62015569,-7.41853493,336.23
C[C@H]1C[C@@](C[C@@]1(C)O)(C)O,7.95241475,1.38884944,180.7
CC1OC[C@H]([C@H](CO1)O)O,7.75731188,1.10531082,184.52
CC1=[O+][C@@H]2C1(CCC2)O,4.25552829,-8.13717744,395.78
C[C@@H]([C@@H](C(=O)O)O)O,6.26968651,-0.70340435,269.6
CC[C@@H]1C(O1)CCO,8.44547807,1.62231982,170.41
C[C@@H]([C@H](C#C)O)O,7.5973112,0.61442438,196.02
C[C@H]1C[C@@]12/C=CCCCC2,6.67513041,0.56816568,195.09
CC[C@@H]1[C@](OO1)(O)OC,7.09173082,0.75809846,216.89
CC1OC(C[C@H](O1)CC#C)O,8.1877899,1.22395078,180.26
CC[C@@H]1[C@@H]2[C@H]1C(=O)C2,5.53009153,-0.80054762,318.64
CC1=[O+][C@@H]([C@H]2[C@H]1OC)CO2,3.56600155,-7.91867311,480.05
CC1=[O+]C[C@H]([C@@H](C1)O)O,3.95158142,-7.5156782,400.31
CC1C(=C(C1=C)C)C,5.47022733,-0.16898031,228.01
CC[C@@H]1CO[C@H](O1)C,8.88221462,2.15157377,154.74
CC[C@@H]1CO[C@@H](O1)C,9.01745329,2.27347905,153.72
CC[C@@H]1C[C@@H]1CC,9.48167295,2.44381991,148.32
CC1=[O+][C]([CH]1)CCCC=C,0.87401732,-9.37010785,1507.08
CC1OC[C@H]2C[C@H](C2)[C@H]1O,8.27377666,1.54095893,176.24
CC1OC[C@H]2[C@@H]=CCC2C1,7.02370332,0.55945816,196.12
CC1CC=C2C1=CC=C2,4.27593654,-1.25959719,354.41
C[C@@H]([C@H](C#C)O)O,7.3877865,0.46911764,200.09
CC[C@@H]1C[C@]1(C(=O)O)O,6.06886933,-1.0013648,279.7
C[C@@H]([C@@H](C(O)O)O)O,7.43268465,0.74530929,187.69
CC[C@@H]1[C@]([C@H]1F)(C)C,8.96928982,2.11864846,154.74
CC1=[O+]CC[C@@H]2[C@H]1C2=C,4.53716214,-7.12030237,347.95
CC1=[O+][C@@H](C[C@@H]1C=C)O,4.04409882,-7.4612562,389.96
C[C@@H]([C@@]1(CC1)O)O,7.91350302,1.00789544,185.7
C[C@@H]([C@@H](C=O)O)O,5.71866376,-1.26721627,315.92
CC[C@@H]1[C@](O1)(C)CO,8.32574967,1.45660483,172.37
CC[C@@H]1[C@]([C@H]1F)(C)C,9.07786171,2.15892074,154.11
C[C@H]1C[C@@](OCCO1)(C)CO,7.58805946,1.02177305,181.26
C[C@H]1C=CC[C@H]1OC,7.36574559,0.93197675,183.96
C[C@@H]([C@H](/C=C)O)O,6.98615214,0.09768749,206.03
CC1=[O+]C2CCCCC2O1,5.27213125,-7.04601634,271.91
C[C@H]1C[C@@]2(CC[C@]1(C2)C)C,9.52793165,1.92164082,145.14
C[C@@H]([C@@H](CC=C)O)O,7.27948672,0.62177135,181.68
CC1=[O+]C[C@H]2[C@@H]1CCC2=O,3.26967376,-7.56329745,492.37
CC[C@@H]1[C@](O1)(CC)C=O,5.51539759,-1.38857733,332.68
C[C@@H]([C@H]([C@H]1CO1)O)O,8.13173524,1.16707979,176.7
C[C@@H]([C@@H](C=O)O)F,5.55267666,-1.42531218,338.35
CC1C2=C(CO1)C=CC=C2,5.98533156,-0.29632779,239.95
C[C@@H]([C@@H](C(=C)C)O)O,6.92492739,0.46612443,192.49
CC[C@@H]1[C@](OO1)(C)OC,7.39268448,1.32871313,215.31
C[C@@H]([C@H](/C=C/O)O)O,6.78179753,0.71782618,206.53
CC1C(=C)C(CO1)C=C,6.35567327,-0.09415006,222.85
C[C@@H]([C@H]([C@@H]1CO1)C)O,8.59785967,1.5455848,172.03
CC1=[O+]C[C@H]2CCC[C@H]2O1,5.60138435,-6.95730848,252.91
C[C@@H]([C@H](C=O)O)O,5.49036347,-1.36381532,332.03
C[C@@H]([C@]1)CCC(=O)C1,2.68164405,-2.40953405,1108.54
CC1=[O+]C2=CCCCC2C1,3.91321391,-7.34724211,359.36
C[C@@H]([C@H](C=C)OO)O,6.62968804,-0.06585062,216.78
C[C@@H]([C@@H](C[C@H](O)O)O)O,7.59132478,0.86694246,194.3
C[C@@H]([C@@]1(CCO1)C)O,7.7605772,1.37524394,181.37
C[C@@H]([C@H]([C@@H]1CC1=O)O)O,4.89008881,-0.98449398,394.67
C[C@@H]([C@H]([C@H]1CO1)O)O,7.93119017,1.12816806,179.95
CC1OC[C@H]2[C@@H]1CCCC2,8.25908272,1.8666746,168
C[C@@H]([C@H]([C@@H]1CO1)C)O,8.43758688,1.3442234,172.94
C[C@@H]([C@@H](CCCO)O)O,8.04193894,1.41714888,180.48
CC[C@@H]1CO[C@](O1)(C)C,8.81228235,2.12000901,158.63
C[C@@H]([C@@H]([C@@H]=C=C)O)O,2.12545121,-2.39647277,1279.24
C[C@H]1CC[C@@H](C1)C=C,7.22125518,0.5659888,170.23
C[C@@H]([C@@H](C[C@H](O)O)O)O,8.09663305,1.1891207,178.05
CC1CC[C@@H](CC1=C)O,7.07349945,0.57034256,185.27
C[C@@H]([C@@H](C[C@H](C=O)O)O)O,5.19240302,-1.50286353,333.43
C[C@@H]([C@@H]([C@@H]=CO)O)O,6.76057295,0.78013937,205.13
C[C@@H]([C@H]([C@@H](C=O)O)O)O,5.71186101,-1.08218147,316.81
C[C@@H]([C@@]1(CC(=O)O1)C)O,6.74234158,-0.87837108,245.99
CC[C@@H]1[C@](CO1)(C)OC,8.44058009,1.8367425,166.59
C[C@@H]([C@H]([C@H]1CO1)F)O,8.72683981,1.40163861,168.01
C[C@@H]([C@H](/C=C)CO)O,6.83866852,0.40381124,204.84
C[C@@H]([C@H]([C@H]1CO1)F)O,8.28683794,1.03211323,175.38
C[C@@H]([C@@H](C=O)OCO)O,5.57580601,-1.23129775,328.89
C[C@@H]([C@H]([C@H]1CC1=O)O)O,4.87512276,-1.22803243,395.34
CC[C@@H]1C[C@]1(C=O)OCC,5.3034239,-1.35347514,341.21
C[C@@H]([C@@H](C[C@H](C=O)O)O)O,5.27267547,-1.38993788,327.42
CC1OC[C@H]2[C@@H]=CCC[C@@H]2C1,6.96819288,0.56762146,196.99
C[C@@H]([C@@]1(C[C@H]1C=C)O)O,6.93363491,0.27972908,199.98
CC1OCC2[C@H]3CCC2C13O,8.02751711,1.35864523,177.94
CC[C@@H]1C[C@@H](CC1=O)C=C,5.70696303,-0.70503701,316.4
C[C@@H]([C@H]([C@H]1CC1=O)O)O,4.90859229,-0.69823426,392.08
C[C@@H]([C@H]([C@H]1CO1)O)O,7.98615639,1.12599118,179.09
C[C@@H]([C@H](/C=C)C(=O)O)O,6.32247585,-0.71347242,258.68
C[C@@H]([C@@H](CO)[C@H](C)O)O,8.01717693,1.32925735,180.32
C[C@@H]([C@@]1(C[C@H]1O)O)CO,7.41989548,1.11673944,192.26
C[C@@H]([C@@H](CC(=O)[O-])O)O,4.76872775,4.79784352,315.24
C[C@@H]([C@@H](C=C)OC)C(=O)O,6.35703382,-0.39809693,253.32
C[C@@H]([C@@H](CO)C=C)OC,7.06860147,0.57306366,195.1
C[C@@H]([C@@H]([C@@H]=C)OC)O,6.97472352,0.17605517,204.14
C[C@@H]([C@H]([C@H]1CO1)F)O,8.72683981,1.40191072,168.01
C[C@@H]([C@@H](CCO)CO)O,7.81989718,1.18503905,181.82
C[C@@H]([C@H](C=C)OO)O,7.41200429,0.61986658,192.32
C[C@@H]([C@@H](C)OC)C(=O)C,6.05662438,-0.41714463,296.86
C[C@H]1C=CCCC[C@@H]1O,6.81798816,0.23918469,200.96
C[C@@H]([C@H](/C=C)O)O,6.88764832,0.2095247,205.56
C[C@@H]([C@H](C=O)O)O,5.40192772,-1.40735292,337.22
C[C@@H]([C@H]([C@H]1[C@H](O1)C)O)O,7.88057771,0.87456154,185.65
C[C@@H]([C@@H](C[C@@H](CO)O)O)O,7.24683352,0.83891513,200.27
C[C@@H]([C@@H]([C@@H]=C(F)C)O)O,6.65091262,0.35401511,201.69
C[C@H]1C=C[C@H]([C@@H]([C@H]1O)O)O,6.81472284,0.29714412,206.39
CC1=[O+]C#[C]1,3.40436821,-10.93283558,652.22
C[C@@H]([C@H](CCF)F)F,10.16711804,1.59021084,137.58
C[C@@H]([C@H](/C=C)[C])[O],1.5700747,-4.09008541,6534.56
CC1OC[C@H]2C=CCC[C@H]2C1=O,5.53172419,-0.85687439,314.8
CC1=[O+]C[C@@H]2CCCC[C@H]2O1,5.09498764,-6.88655988,284.07
CC1OC(OOC1(C)C)CCO,8.31649793,1.60408845,170.59
C[C@@H]([C@@]1(CC(CO1)O)O)O,7.95540796,1.33959753,172.69
CC[C@@H]1[C@](C1C)(CO)CF,8.26180382,1.36735275,176.71
C[C@@H]([C@H](/C=C)OO)O,6.51649028,-0.20598727,224.19
C[C@@H]([C@H](/C=C/O)O)O,6.82696779,0.52163487,202.17
